@relation D__cs583_researchProj_data

@attribute text string
@attribute @@class@@ {mixed,negative,neutral,positive}

@data
'$WYNN News Buzz: iGATE Corporation (NASDAQ:IGTE), Wynn Resorts, Limited ...',neutral
'$AAPL needs to make up its mind',neutral
'$APOL New Stock Coverage: Lady Luck Likes Look of Manpower',neutral
'Sell $496.60 Stop at $498.30 ? $AAPL',neutral
'RT @BUDDIEE18: $JCP -',neutral
'$T in range of support and resistance between 34.08 and 34.11',neutral
'$AVB has crossed the Long Level Up To Learn More',neutral
'$TWX Oct Block Trade: 107 trade. ~$0.7 MM notional value.',neutral
'@MarketWatch @FxfollowerCA \"America has always looked to scapegoat someone as the boogie man.\"   E. Zwick $JPM #JPM #Blamethebanks',neutral
'\"RT @andrew_dunn: Wells Fargo opened a record number of new credit card accounts this past quarter, Sloan says. Focusing on marekting. $WFC',neutral
'$JPM JP Morgan Chase sells short-term Treasury holdings',neutral
'#TomSosnoff & @Tony_BATtista are trading earnings in $C today on #GoodTradeBadTrade! See the strategy now @ $VIX',neutral
'$MOLX MoSys Demonstrates 100G Interoperability with CFP2/CPAK Modules and ...',neutral
'$WDC Bearish Movers: Hi Score Corp. (OTCMKTS:HSCO), Nokia Corporation (ADR ...',neutral
'\"$COH Sportswriters reflect on Twins season, Gophers, Josh Freeman',neutral
'$trip clubs and dollars bill$',neutral
'\"$HSY Video depicting conversation between deaf girl, orangutan highlights palm oil ... \"',neutral
'APPLE - Technicals Levels - Intraday  Update - $AAPL',neutral
'$IBM Nov Block Trade: 132 trade. ~$2.5 MM notional value.',neutral
'$APA not sure if this sent earlier, long APA at 87.12',neutral
'$CRM FEATURE-Twitter pays engineer $10 mln as Silicon Valley tussles for talent',neutral
'$MKC NAPCO\'s Continental Access Enterprise Platform Protects 2.5 Million Square ...',neutral
'DailyPlay for Friday, October 11 å¸½ $YHOO #finance #options #investing #trading #financial #investments #ebroker',neutral
'\"// #php find filename from absolute urlfunction grab_filename_from_url($url){    $a = explode(\'/\',$url);    return $a[count($a)-1];}\"',neutral
'$BTU L&L ENERGY, INC. : Dividend Proposals, Upcoming Financial Results Schedule ...',neutral
'$BAC Ariad Pharmaceuticals Downgraded by Bank of America Corp. to \"Neutral\" (ARIA)',neutral
'$GD MOOC-ing About in High Tech Ed and High End Global Dialogue',neutral
'$NFLX Nokia Is Giving Out Free Netflix Subscriptions',neutral
'Bank of America and Yahoo rebound to trade higher on Wednesday following quarterly results. $YHOO',neutral
'RT @SeekingAlpha: The Most Boring Tech Company Should Be In Your Core Portfolio $INTC',neutral
'\"$MMM To battle tax, medical device industry turns to DC insiders \"',neutral
'$WPO The future of the Washington Post Co. without its flagship newspaper',neutral
'RT @WVFeministArmy: $BMY touts safety & effectiveness of new drug PD-1. Why delay @NickAuden\'s access in his fight w #cancer. #BMS allow #C?',neutral
'Starbucks CEO\'s Plea to Customers: Help End the #Shutdown! #tlot',neutral
it.,neutral
'Channel Down on 5min $AAPL with previous Daily Wedge Posted yesterday.',neutral
'$SEE A 13-year-old Baton Rouge firm is creating new technology to better regulate ...',neutral
'$WDC has crossed the Long Level Up To Learn More',neutral
'$PFG Canton Local to host informative rally about bond issue Oct. 21',neutral
'\"5 Things to Know About @AngelaAhrendts, Apple\'s New #Retail Chief $AAPL \"',neutral
'RT @TweakTown: .@AMD #Radeon #R9 270X 2GB Reference Video Card Review by @ShawnBakerTW $AMD',neutral
'$GOOG the play with earnings tomorrow vs AAPL. Been consolidating for a  while now',neutral
'$AAPL should get to 507 this week.',neutral
'@hedgefundquant You have been challenged! $SBUX',neutral
'ummm.... $NUE hit that target.  Very fast move.',neutral
'$MAR LG Electronics Earns Marriott\'s 2013 Supplier Sustainability Award',neutral
'$CVS Still just watching this one. Not ready to jump in yet.',neutral
'Needless to say, leaders up all over the place, usual big point movers $REGN, $MA, $PCLN, $GWW, $BLK on earnings etc.',neutral
'RT @RyanDetrick: This date in 1923, $DIS was founded by Walt and his brother Roy Disney.',neutral
'$ZION DIARY - US Company Conference Calls/Webcast for week ahead',neutral
'$AAPL just stay right there til Friday',neutral
$WAG,neutral
'RT @FT: Google shifts ?8.8bn royalties to Bermuda $GOOG',neutral
'\"RT @sbanjo: Walmart says more than 1 million people have put items on layaway so far, with tablets making up 4 out of the top five items $W?\"',neutral
'$NEE Nearly 300 violations at Fla. nuclear plants',neutral
'#JPMorgan admits fault in \"London Whale\" trades; will pay $100 million fine $JPM',neutral
'$ESV Ferrexpo Stock Rating Reaffirmed by JPMorgan Chase & Co. (FXPO)',neutral
'$MDLZ Stocks Alert: Mondelez International Inc (NASDAQ:MDLZ), Quest Diagnostics Inc ...',neutral
'$PFG DRC: How solid is its Foundation?...',neutral
'AVG Technologies: Undervalued And Growing @felixsalmon',neutral
'Upgrades: $SCHW $ALK $MPC $HFC $VLO $KLAC $THOR $LRCX $DFS $WFC $LINTA $AMD $KORS $NUVA $TCBI #daytrader',neutral
'Alongside up Euro car sales in Sept, Publicis says European ad spend was positive in Q3 for first time in a long while $MACRO $KO $IPG $OMC',neutral
'Isabel is Long on $INTU at #NASDAQ. Our profit 4.24\%. Target price $73.28. More info on #stocks',neutral
'Augmenting Reality: Google Glass & the Future of Business $GOOG $VUZI #GoogleGlass',neutral
'$DFS Stock\'s Trend Analysis Report - American Express Company (NYSE:AXP ...',neutral
'#BristolMyersSquibb $BMY Please give @NickAuden access to cancer drug #PD1 via #CompassionateUse',neutral
'China Mobile launch Nov 11 $aapl',neutral
'MERCK & CO., INC. : Merck Pushes for Once-Daily Dose of HIV Treatment ... $MRK',neutral
'$CCL Carnival Corp. PT Lowered to $30.00 (CCL)',neutral
'@BrianSozzi check out the relative spread $PEP and $KO last year, put it in my report $KO?',neutral
'$WIN Windstream Hosted Solutions Gains PCI Certification for Cloud and Hosted Data..',neutral
'$CA Babcock International and Chantier Davie Canada Inc. enter Teaming Agreement',neutral
'$LUV Volume Buzz: Invesco Ltd. (NYSE:IVZ), Southwest Airlines Co. (NYSE:LUV)',neutral
'Is $CERN a BUY? Morgan Stanley thinks so:',neutral
'$MSI Complimentary Insights Sessions From Corporate Visions to Share Strategies for ...',neutral
'Citi analyst Amit Bhalla made  target changes to PerkinElmer $PKI to $38 from $35 also downgraded Hologic $HOLX to “neutral” from “buy”.',neutral
'My core holdings right now: $MPEL $MGM $DIS $IMUC $CGX.CA  Basically just going to sit back and watch.',neutral
'RT @voguemagazine: Dress around your #iphone5c. #apple #vogueinstafashion @michaelkors Photo by… $AAPL',neutral
'$MPC 68 musicians playing marathon concert fundraiser',neutral
'15-10-2013 $BSX BUY at $12.20 Stop-loss at $12.04 Target at $12.72',neutral
'Stocks in Focus: Urban Outfitters, Inc. (NASDAQ:URBN),',neutral
'$TEL NetApp, Inc. (NTAP) Ex-Dividend Date Scheduled for October 17, 2013',neutral
'$JWN Dominick\'s to leave Chicago market by early 2014',neutral
'$F Details of Ford Motor Company\'s Oct. 24 Briefing on 2013 Third Quarter Results',neutral
'$ORCL ORACLE CORPORATION : Iristel Selects Oracle for Next-Generation ...',neutral
'$ACT Actavis Confirms Generic Suboxone? Sublingual Film Patent Challenge',neutral
'$aapl starting to shake it!!',neutral
'$CNX CONSOL ENERGY INC. : CONSOL Energy and Young Professional Women in ...',neutral
'$VZ Are These Pricey Dow Stocks Worth Paying Up For?',neutral
'Tis the Season.Earnings that is. $EBAY $IBM $AXP reporting after bell.Check Earnings Calendar here #Stocks',neutral
'$LRCX Applied Materials Hawks Metal-Oxide Displays',neutral
'$CELG Fifteen Leading Charities and Advocacy Groups Join Forces to Change the Way ...',neutral
'$EBAY Google Inc (GOOG), eBay Inc (EBAY), Yahoo! Inc. (YHOO), Netflix, Inc. (NFLX ...',neutral
'$BAC Stocks to Track - Bank of America Corp (NYSE:BAC), Facebook Inc (NASDAQ ...',neutral
'$WMT WAL-MART STORES, INC. : Wal-Mart says U.S. government shutdown on ...',neutral
'Active puts @ CBOE; $AAPL Oct 480 & 490 $S Nov 6 $CNDO Feb 7.5 $KO May 33',neutral
'$SWK Stock futures rise on hopes for budget deal',neutral
'$AAPL Apple asks ITC to broaden Samsung import ban -',neutral
'$PNC PNC FINANCIAL SERVICES GROUP INC : PNC Bank Introduces New Microsoft ...',neutral
'$BLK Healthnotes: Week of Oct. 7',neutral
'RT @WSJMoneyBeat: NYSE CFO to depart as ICE deal nears $ICE',neutral
$wag,neutral
'$AMT New Albany Bicentennial — The city\'s churches',neutral
'$MRK Merck KGaA scouts for deep-pocketed partners to leverage its R&D budget',neutral
$GOOG,neutral
'\"$MRO Hess Corporation Analysis Across the Oil and Gas Value Chain Report, 2013 ... \"',neutral
'$GE General Electric October volatility elevated into Q3 and revenue outlook',neutral
'$WPX E. I. du Pont de Nemours and Company (NYSE:DD) and WPX Energy, Inc ...',neutral
'Sold the weekly $120C\'s against my long position for $2.00 each $FDX',neutral
'$AMGN has crossed the Short Level Down To Learn More',neutral
'$LIFE In Vitro Diagnostics Market (Clinical Chemistry, Immunoassay, Diabetes Testing ...',neutral
'$PPG RPM International Inc. (RPM) Ex-Dividend Date Scheduled for October 17, 2013',neutral
'\"$CAT Movers to Watch: Marathon Oil Corporation (NYSE:MRO), PepsiCo, Inc. (NYSE ... \"',neutral
'$UPS Market Update on United Parcel Service Inc. (NYSE:UPS) Ã± UPS Launches First ...',neutral
'$GOOG Google Analytics Hostname Report ?Great for Troubleshooting - Search Engine Watch',neutral
'RT @benpimentel: Apple\'s Spaceship HQ will soon rise in Silicon Valley',neutral
'New York Federal Reserve Fired Examiner Who Took on Goldman Sachs #OWS',neutral
'$MAT Mattel targets near-term margins in low-to-mid-50\% range',neutral
'$WMT WAL-MART STORES, INC. : Bharti Enterprises and Wal-Mart Stores, Inc ...',neutral
'\"$INTU Vocera? Names Paul Johnson as Executive Vice President, Sales and Services \"',neutral
'$HAS ONE WORLD HOLDINGS INC : One World Doll Project to Capitalize Where ...',neutral
'What is a 5* hotel? The problem with user ratings. $TRIP $YELP @americanexpress @spg',neutral
'$EQR Behringer Harvard Developing Luxury Multifamily',neutral
'$NDAQ Camden National Corporation (CAC) Ex-Dividend Date Scheduled for October ...',neutral
'$PKI Enzo Biochem, Inc. (ENZ): Enzo Biochem Management Discusses Q4 2013 ...',neutral
'$GLW CyVek Appoints Bill Dubiel as Chief Commercial Officer',neutral
'\"$AIG Trader\'s Round Up ? Chimera Investment Corporation (NYSE:CIM), American ... \"',neutral
'$JCI A day\'s gone by and not much has changed The markets are already starting to ...',neutral
'$VZ - MARKET SNAPSHOT: Earnings To Get Extra Scrutiny From Lack Of Data',neutral
'$LRCX Ready Pac To Showcase Fresh New Items During PMA Fresh Summit',neutral
'$AAPL 30min Wedge. Think it will stick?',neutral
'Citi $C Q3 Results Seen \'Mixed\' in Evercore Partners\' Early Read',neutral
'Wells Fargo says they think expense cuts isn\'t the only way they\'ll be able to grow earnings next quarter. $WFC',neutral
'$NDAQ UP Global to Ring The NASDAQ Stock Market Closing Bell..',neutral
'$NFLX for 320\'s sooon',neutral
'$QCOM Analyst Upgrades: Tesla Motors Inc (TSLA), Facebook Inc (FB), and ...',neutral
'Cut 1/2 of my $SBUX swing long for +1.10. Stop raised just above B/E. Original entry, stop, targets here:',neutral
'$BA good r/s and trend here - solid daily',neutral
'$AXP Wall Street up on Washington deal optimism',neutral
'$WHR (DHI:New York Consolidated)',neutral
'\"CEO Forum with Mulally: Be nice, visionary $F\"',neutral
'UPDATE: $FSLR @ Target. $SPY $QQQ $GLD.',neutral
'\"$CCL Pre-Market Review: Darden Restaurants Inc., Brinker Intl. Inc., Carnival Corp ... \"',neutral
'$MMC Marsh & McLennan Companies to Hold Investor Call on November 6 to Discuss Thi..',neutral
'$AAPL Levels I am Watching (Part 3)',neutral
'$COF Capital One Financial Corp. (NYSE:COF) and Visa Inc. (NYSE:V) Added to ...',neutral
'$EQR Development finance using Equity instead of Liquid Cash',neutral
'$CBG CBRE GROUP INC : Record haul for CBRE at REINSW Awards for Excellence',neutral
'$ACN Research and Markets: Global Healthcare IT Outsourcing Market Report to 2018 ...',neutral
'$PNC Company news for October 17, 2013',neutral
'RT @thecharmedcat69: Please sign petition to give @NickAuden #CompassionateUse access to PD-1 meds that could #savelockysdad.',neutral
'Apple hires Angela Ahrendts, CEO of Burberry, to head its retail efforts $AAPL',neutral
'$CF has crossed the Short Level Down To Learn More',neutral
'Microsoft releases Windows 8.1, a year in making $MSFT',neutral
$FCX,neutral
'$KMB Pennsylvania lawmaker wants to increase speed limit',neutral
'Starbucks asks customers to sign a petition to end government shutdown $SBUX',neutral
'$DIS Director secretly shoots feature at Disney parks',neutral
'RT @ACInvestorBlog: $NFLX Insiders Are Selling Netflix',neutral
'$PG Procter & Gamble Company (PG) Ex-Dividend Date Scheduled for October 16 ...',neutral
'Receptos rallies on Celgene, Teva buyout rumors $TEVA',neutral
'$WMB SmartZip Analytics Puts the Power of Big Data and Analytics into the Palms of ...',neutral
'Find The Rock Star Dividend Stock With These 4 Tips $JNJ',neutral
'$VISN $MCP $HK $OPK $NVGN $JNJ $TDC $NOAH $CZR $AMRN $YY $PKG $SPY $FLIR $FDR $FU $NBL',neutral
'Shone25  vend … d‚couvert  CIMENTS FRANCAIS A pour 1058EUR … 52.9EUR $CMA',neutral
'I calculate $93 mln $JPM profit using $7.2 bln IG 109 sold and the 1.3 bps move on Feb. 29. Ignores Feb. 27/28 trade.',neutral
'$CAH HIMSS Innovation Center Provides Insights on the Value of Health IT',neutral
'$ALL Cameron urges more investment in North Ireland',neutral
'\"$MA Just Released: \"\"MasterCard, Inc. - Mergers & Acquisitions (M&A), Partnerships ... \"',neutral
'j‚ $s l… tJr .. ;)',neutral
'$PFE Inclusive Analysis Of: Federal Home Loan Mortgage Corp (OTCBB:FMCC ...',neutral
'\"$MTB Hudson City Bancorp, Inc. (NASDAQ:HCBK) Announces 3Q Earnings Call Date \"',neutral
'WO2013150404A1 Layer 2 Packet Switching Without Look-up Table For Ethernet Switches $IBM #H04L #H04L12',neutral
'$CMCSA Why Tampa Bay Bucked NFL Blackouts',neutral
'\"$DRI New Stock Coverage: On Columbus Day, It Pays to Discover \"',neutral
'\"RT @WVFeministArmy: Tomorrow, #CompassionateUse could SAVE you or your loved ones. $BMY  PD-1 = safe/effective PLEASE give @NickAuden acces?\"',neutral
'$LTD The Latin Recording Academy? Announces Its Official Sponsors For The 14th ...',neutral
'$NDAQ Sector Update: Financial',neutral
'Wal-Mart refines strategy in China $WMT',neutral
'$MAT Business events scheduled for the coming week',neutral
'Hey I\'m Eimear and sometimes I walk into branches hanging down from trees #yolo $wag',neutral
'On my hoodbridge $wag #barkleyshoes #sweaterhoody #friday',neutral
'$CBS The Forbes Fab 40: The World\'s Most Valuable Sports Brands 2013',neutral
'$RHI November 40x calls up to 1.70 today from the large buyer at 1.25 yesterday >',neutral
'$swk shorted 76.46',neutral
'$SNI DIARY-S&P 500 EARNINGS MONTH AHEAD',neutral
'\"Google Inc (GOOG), eBay Inc (EBAY), Yahoo! Inc. (YHOO), Netflix, Inc. (NFLX ... $GOOG',neutral
'$SO GEMI Develops Sustainable Supply Chain Tool',neutral
'$AAPL Apple\'s Flagship iPhone 5S Outsells Cheaper Sibling Two to One',neutral
'#aandelen chartmill channel breakout signalen $WPZ',neutral
'RT @Benzinga Mid-Morning Update: Markets Rise; $BAC Posts Higher Profit $AAP $MAT $GDOT',neutral
'Short-term technical signals:  bot $SWN at 36.94;',neutral
'In a few weekly 330 calls for $NFLX at 1.88',neutral
'$PBCT Ted Cruz Channels Miley Cyrus: Wrecking Ball',neutral
'RT @TraderJones2011: @traderstewie $GS 20-day on what time-frame? I don\'t see that. <<-- Daily chart',neutral
'$aapl stopped out even .. oh well',neutral
'Sell $498.90 Stop at $500.90 ? $AAPL',neutral
'$LIFE First News Briefs: Educase-ALU, Celltick, Mobetize, Straight Talk',neutral
'\"Trigo a U $S 630, quien dice q las regulaciones contienen inflaci¢n?  Cuanto crees q va a costar el pan.? Esto es progresismo en Argentina \"',neutral
'$CSX Whisper Number: How Will CSX Investors React to Earnings?',neutral
'Small-Cap U.S. Healthcare REITs: Own Or Avoid? $VTR',neutral
'$PGR David Halperin, For Profit Colleges and the Public Private Axis',neutral
'\"$GE News Recap: Amarin Corporation plc (ADR) (NASDAQ:AMRN), General Electric ... \"',neutral
'$EGN $SWK $NVS $SHPGY $GERN $TS High option volume stocks: EGN SWK NVS SHPG GERN TS: Full Story',neutral
'$CELG Stocks Highlights: Celgene Corporation (NASDAQ:CELG), Vertex ...',neutral
'$INTC sold @ 23.47',neutral
'$PSA Gautier Police Department has released crime reports for Oct. 9-15, 2013',neutral
'$AAPL Burberry CEO To Join Apple: What Should We Expect?',neutral
'RT @CNBC: How Apple has changed since Steve Jobs passed away two years ago: $AAPL',neutral
$WPZ,neutral
'\"$INDU $JPM $SPY Proprietary Trading Market Update for Friday, October 11, 2013 #stocks',neutral
'\"$EMR Before the Bell Scans: 3D Systems Corp., Emerson Electric Co., Riverbed ... \"',neutral
'$TSS Pre-Market Analysis: Cisco Systems Inc., Red Hat Inc., ASML Holding N.V., and ...',neutral
'$JPM - MARKET SNAPSHOT: U.S. Stocks Pause Waiting For Debt Deal',neutral
'$BAC Wolfson Microelectronics Receives Buy Rating from Bank of America Corp. (WLF)',neutral
'$ETFC Small Cap Stocks in the Bullish Zone - ReneSola Ltd. (ADR)(NYSE:SOL ...',neutral
'Apple\'s new head of retail knows more about tech than you might think $AAPL',neutral
'$ISRG into 400\'s',neutral
